Plot Name,species/cover,%cover,Date ,Monitors,Year
HBNN5,Helminthotheca echioides,1,5/21,NS,2024 (After Fire)
HBNN5,Festuca perennis,2,5/21,NS,2024 (After Fire)
HBNN5,Bromus hordeaceus,1,5/21,NS,2024 (After Fire)
HBNN6,Festuca perennis,80,5/21,NS,2024 (After Fire)
HBNN6,Bareground,1,5/21,NS,2024 (After Fire)
HBNN6,Medicago polymorpha,35,5/21,NS,2024 (After Fire)
HBNN6,Polypogon monspeliensis,1,5/21,NS,2024 (After Fire)
HBNN6,Bromus diandrus,1,5/21,NS,2024 (After Fire)
HBNN6,Symphyotrichum subulatum var. parviflorum,1,5/21,NS,2024 (After Fire)
HBNN7,Festuca perennis,75,5/21,NS,2024 (After Fire)
HBNN7,Melilotus indicus,5,5/21,NS,2024 (After Fire)
HBNN7,Bromus hordeaceus,10,5/21,NS,2024 (After Fire)
HBNN7,Medicago polymorpha,25,5/21,NS,2024 (After Fire)
HBNN8,Bromus hordeaceus,30,5/21,NS,2024 (After Fire)
HBNN8,Plantago coronopus,1,5/21,NS,2024 (After Fire)
HBNN8,Medicago polymorpha,3,5/21,NS,2024 (After Fire)
HBNN8,Melilotus indicus,2,5/21,NS,2024 (After Fire)
HBNN8,Stipa pulchra,1,5/21,NS,2024 (After Fire)
HBNN8,Festuca perennis,8,5/21,NS,2024 (After Fire)
HBNN8,Acmispon americanus,1,5/21,NS,2024 (After Fire)
HBNN8,Bareground,45,5/21,NS,2024 (After Fire)
HBNN8,Plantago erecta,1,5/21,NS,2024 (After Fire)
HBNN8,Polypogon monspeliensis,17,5/21,NS,2024 (After Fire)
LBN1,Stipa pulchra,10,5/24,NS,2024 (After Fire)
LBN1,Melilotus indicus,30,5/24,NS,2024 (After Fire)
LBN1,Festuca perennis,30,5/24,NS,2024 (After Fire)
LBN1,Medicago polymorpha,40,5/24,NS,2024 (After Fire)
LBN1,Bromus hordeaceus,2,5/24,NS,2024 (After Fire)
LBN1,Bareground,2,5/24,NS,2024 (After Fire)
LBN2,Stipa pulchra,15,5/21,"NS, LF, MJ, EP",2024 (After Fire)
LBN2,Symphyotrichum subulatum var. parviflorum,1,5/21,"NS, LF, MJ, EP",2024 (After Fire)
LBN2,Sonchus sp.,1,5/21,"NS, LF, MJ, EP",2024 (After Fire)
LBN2,Avena fatua,1,5/21,"NS, LF, MJ, EP",2024 (After Fire)
LBN2,Lysimachia arvensis,1,5/21,"NS, LF, MJ, EP",2024 (After Fire)
LBN2,Helminthotheca echioides,1,5/21,"NS, LF, MJ, EP",2024 (After Fire)
LBN2,Erigeron canadensis,3,5/21,"NS, LF, MJ, EP",2024 (After Fire)
LBN2,Festuca perennis,90,5/21,"NS, LF, MJ, EP",2024 (After Fire)
LBN2,Polypogon monspeliensis,2,5/21,"NS, LF, MJ, EP",2024 (After Fire)
LBN2,Epilobium brachycarpum,1,5/21,"NS, LF, MJ, EP",2024 (After Fire)
LBN2,Bromus madritensis,1,5/21,"NS, LF, MJ, EP",2024 (After Fire)
LBN3,Festuca perennis,75,5/21,"NS, LF",2024 (After Fire)
LBN3,Melilotus indicus,35,5/21,"NS, LF",2024 (After Fire)
LBN3,Stipa pulchra,10,5/21,"NS, LF",2024 (After Fire)
LBN3,Medicago polymorpha,2,5/21,"NS, LF",2024 (After Fire)
LBN3,Helminthotheca echioides,3,5/21,"NS, LF",2024 (After Fire)
LBN3,Erigeron canadensis,1,5/21,"NS, LF",2024 (After Fire)
LBN3,Bromus hordeaceus,2,5/21,"NS, LF",2024 (After Fire)
LBN3,Lysimachia arvensis,1,5/21,"NS, LF",2024 (After Fire)
LBN4,Festuca perennis,45,5/21,NS,2024 (After Fire)
LBN4,Melilotus indicus,1,5/21,NS,2024 (After Fire)
LBN4,Helminthotheca echioides,3,5/21,NS,2024 (After Fire)
LBN4,Festuca myuros,3,5/21,NS,2024 (After Fire)
LBN4,Stipa pulchra,40,5/21,NS,2024 (After Fire)
LBN4,Bromus hordeaceus,10,5/21,NS,2024 (After Fire)
LBN4,Erigeron canadensis,1,5/21,NS,2024 (After Fire)
LBN4,Bareground,5,5/21,NS,2024 (After Fire)
LBN5,Melilotus indicus,95,5/21,NS,2024 (After Fire)
LBN5,Bromus hordeaceus,1,5/21,NS,2024 (After Fire)
LBN5,Festuca myuros,1,5/21,NS,2024 (After Fire)
LBN5,Stipa pulchra,35,5/21,NS,2024 (After Fire)
LBN5,Festuca perennis,1,5/21,NS,2024 (After Fire)
LBN6,Polypogon monspeliensis,5,5/21,NS,2024 (After Fire)
LBN6,Melilotus indicus,2,5/21,NS,2024 (After Fire)
LBN6,Helminthotheca echioides,2,5/21,NS,2024 (After Fire)
LBN6,Festuca perennis,20,5/21,NS,2024 (After Fire)
LBN6,Stipa pulchra,25,5/21,NS,2024 (After Fire)
LBN6,Lysimachia arvensis,1,5/21,NS,2024 (After Fire)
LBN6,Medicago polymorpha,70,5/21,NS,2024 (After Fire)
LBN6,Festuca myuros,1,5/21,NS,2024 (After Fire)
LBN6,Bromus diandrus,1,5/21,NS,2024 (After Fire)
LBN6,Bareground,1,5/21,NS,2024 (After Fire)
LBN7,Melilotus indicus,99,5/21,NS,2024 (After Fire)
LBN7,Festuca perennis,10,5/21,NS,2024 (After Fire)
LBN7,Stipa pulchra,20,5/21,NS,2024 (After Fire)
LBN7,Medicago polymorpha,10,5/21,NS,2024 (After Fire)
LBN8,Festuca perennis,35,5/20,"NS, JM",2024 (After Fire)
LBN8,Melilotus indicus,40,5/20,"NS, JM",2024 (After Fire)
LBN8,Trifolium tomentosum,60,5/20,"NS, JM",2024 (After Fire)
LBN8,Plantago lanceolata,1,5/20,"NS, JM",2024 (After Fire)
LBN8,Festuca myuros,12,5/20,"NS, JM",2024 (After Fire)
LBN8,Medicago polymorpha,10,5/20,"NS, JM",2024 (After Fire)
LBN8,Bromus hordeaceus,1,5/20,"NS, JM",2024 (After Fire)
LBN8,Sonchus sp.,1,5/20,"NS, JM",2024 (After Fire)
LBN8,Stipa pulchra,1,5/20,"NS, JM",2024 (After Fire)
LBN8,Polypogon monspeliensis,9,5/20,"NS, JM",2024 (After Fire)
LBN8,Erigeron canadensis,1,5/20,"NS, JM",2024 (After Fire)
LBNN1,Melilotus indicus,100,5/24,NS,2024 (After Fire)
LBNN1,Festuca perennis,10,5/24,NS,2024 (After Fire)
LBNN2,Melilotus indicus,50,5/24,NS,2024 (After Fire)
LBNN2,Festuca perennis,70,5/24,NS,2024 (After Fire)
LBNN2,Bromus hordeaceus,1,5/24,NS,2024 (After Fire)
LBNN3,Festuca perennis,70,5/24,NS,2024 (After Fire)
LBNN3,Helminthotheca echioides,5,5/24,NS,2024 (After Fire)
LBNN3,Melilotus indicus,5,5/24,NS,2024 (After Fire)
LBNN3,Polypogon monspeliensis,1,5/24,NS,2024 (After Fire)
LBNN3,Centaurium tenuiflorum,2,5/24,NS,2024 (After Fire)
LBNN3,Medicago polymorpha,30,5/24,NS,2024 (After Fire)
LBNN3,Geranium dissectum,1,5/24,NS,2024 (After Fire)
LBNN3,Bromus hordeaceus,1,5/24,NS,2024 (After Fire)
LBNN3,Lysimachia arvensis,1,5/24,NS,2024 (After Fire)
LBNN3,Bromus diandrus,1,5/24,NS,2024 (After Fire)
LBNN3,Festuca myuros,1,5/24,NS,2024 (After Fire)
LBNN3,Stipa pulchra,1,5/24,NS,2024 (After Fire)
LBNN3,Distichlis spicata,2,5/24,NS,2024 (After Fire)
LBNN4,Festuca perennis,85,5/21,NS,2024 (After Fire)
LBNN4,Brassica nigra,1,5/21,NS,2024 (After Fire)
LBNN4,Helminthotheca echioides,1,5/21,NS,2024 (After Fire)
LBNN4,Stipa pulchra,20,5/21,NS,2024 (After Fire)
LBNN4,Bromus hordeaceus,5,5/21,NS,2024 (After Fire)
LBNN4,Medicago polymorpha,1,5/21,NS,2024 (After Fire)
LBNN4,Centaurium tenuiflorum,1,5/21,NS,2024 (After Fire)
LBNN4,Festuca myuros,1,5/21,NS,2024 (After Fire)
LBNN4,Erigeron canadensis,1,5/21,NS,2024 (After Fire)
LBNN5,Acmispon americanus,22,5/21,NS,2024 (After Fire)
LBNN5,Festuca perennis,10,5/21,NS,2024 (After Fire)
LBNN5,Centaurium tenuiflorum,1,5/21,NS,2024 (After Fire)
LBNN5,Heterotheca grandiflora,1,5/21,NS,2024 (After Fire)
LBNN5,Bareground,24,5/21,NS,2024 (After Fire)
LBNN5,Deinandra fasciculata,1,5/21,NS,2024 (After Fire)
LBNN5,Stipa pulchra,5,5/21,NS,2024 (After Fire)
LBNN5,Melilotus indicus,35,5/21,NS,2024 (After Fire)
LBNN5,Festuca myuros,2,5/21,NS,2024 (After Fire)
LBNN5,Lysimachia arvensis,2,5/21,NS,2024 (After Fire)
LBNN5,Medicago polymorpha,1,5/21,NS,2024 (After Fire)
LBNN6,Trifolium tomentosum,35,5/21,NS,2024 (After Fire)
LBNN6,Bromus hordeaceus,10,5/21,NS,2024 (After Fire)
LBNN6,Medicago polymorpha,7,5/21,NS,2024 (After Fire)
LBNN6,Symphyotrichum subulatum var. parviflorum,1,5/21,NS,2024 (After Fire)
LBNN6,Festuca perennis,60,5/21,NS,2024 (After Fire)
LBNN6,Lysimachia arvensis,1,5/21,NS,2024 (After Fire)
LBNN6,Melilotus indicus,1,5/21,NS,2024 (After Fire)
LBNN6,Polypogon monspeliensis,2,5/21,NS,2024 (After Fire)
LBNN6,Bareground,2,5/21,NS,2024 (After Fire)
LBNN7,Festuca perennis,60,5/21,NS,2024 (After Fire)
LBNN7,Bromus hordeaceus,30,5/21,NS,2024 (After Fire)
LBNN7,Festuca myuros,10,5/21,NS,2024 (After Fire)
LBNN7,Plantago coronopus,1,5/21,NS,2024 (After Fire)
LBNN7,Bromus diandrus,1,5/21,NS,2024 (After Fire)
LBNN7,Lysimachia arvensis,1,5/21,NS,2024 (After Fire)
LBNN7,Polypogon monspeliensis,5,5/21,NS,2024 (After Fire)
LBNN7,Melilotus indicus,10,5/21,NS,2024 (After Fire)
LBNN7,Medicago polymorpha,2,5/21,NS,2024 (After Fire)
LBNN7,Erigeron canadensis,1,5/21,NS,2024 (After Fire)
LBNN7,Geranium dissectum,1,5/21,NS,2024 (After Fire)
LBNN8,Lysimachia arvensis,2,5/21,NS,2024 (After Fire)
LBNN8,Festuca perennis,70,5/21,NS,2024 (After Fire)
LBNN8,Vicia villosa,1,5/21,NS,2024 (After Fire)
LBNN8,Centaurium tenuiflorum,2,5/21,NS,2024 (After Fire)
LBNN8,Polypogon monspeliensis,3,5/21,NS,2024 (After Fire)
LBNN8,Trifolium tomentosum,45,5/21,NS,2024 (After Fire)
LBNN8,Medicago polymorpha,2,5/21,NS,2024 (After Fire)
LBNN8,Symphyotrichum subulatum var. parviflorum,1,5/21,NS,2024 (After Fire)
LBNN8,Melilotus indicus,1,5/21,NS,2024 (After Fire)
SAND1,Melilotus indicus,80,5/20,"NS, JM",2024 (After Fire)
SAND1,Polypogon monspeliensis,1,5/20,"NS, JM",2024 (After Fire)
SAND1,Medicago polymorpha,80,5/20,"NS, JM",2024 (After Fire)
SAND2,Melilotus indicus,70,5/20,"NS, JM",2024 (After Fire)
SAND2,Festuca perennis,15,5/20,"NS, JM",2024 (After Fire)
SAND2,Festuca myuros,50,5/20,"NS, JM",2024 (After Fire)
SAND2,Stipa pulchra,1,5/20,"NS, JM",2024 (After Fire)
SAND2,Polypogon monspeliensis,1,5/20,"NS, JM",2024 (After Fire)
SAND2,Medicago polymorpha,10,5/20,"NS, JM",2024 (After Fire)
SAND2,Sonchus sp.,1,5/20,"NS, JM",2024 (After Fire)
SAND3,Melilotus indicus,30,5/20,"NS, JM",2024 (After Fire)
SAND3,Polypogon monspeliensis,7,5/20,"NS, JM",2024 (After Fire)
SAND3,Festuca perennis,2,5/20,"NS, JM",2024 (After Fire)
SAND3,Festuca myuros,10,5/20,"NS, JM",2024 (After Fire)
SAND3,Medicago polymorpha,95,5/20,"NS, JM",2024 (After Fire)
SAND3,Deinandra fasciculata,1,5/20,"NS, JM",2024 (After Fire)
SAND3,Madia sativa,1,5/20,"NS, JM",2024 (After Fire)
SAND4,Medicago polymorpha,95,5/20,"NS, JM",2024 (After Fire)
SAND4,Melilotus indicus,17,5/20,"NS, JM",2024 (After Fire)
SAND4,Polypogon monspeliensis,3,5/20,"NS, JM",2024 (After Fire)
SAND4,Festuca perennis,6,5/20,"NS, JM",2024 (After Fire)
SAND4,Bareground,1,5/20,"NS, JM",2024 (After Fire)
SAND5,Clarkia purpurea,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND5,Medicago polymorpha,90,5/20,"NS, JM, SJ",2024 (After Fire)
SAND5,Medicago lupulina,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND5,Polypogon monspeliensis,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND5,Festuca perennis,11,5/20,"NS, JM, SJ",2024 (After Fire)
SAND5,Melilotus indicus,3,5/20,"NS, JM, SJ",2024 (After Fire)
SAND5,Bromus diandrus,4,5/20,"NS, JM, SJ",2024 (After Fire)
SAND5,Bromus hordeaceus,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND5,Festuca myuros,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND5,Sonchus sp.,11,5/20,"NS, JM, SJ",2024 (After Fire)
SAND6,Melilotus indicus,62,5/20,"NS, JM, SJ",2024 (After Fire)
SAND6,Festuca perennis,7,5/20,"NS, JM, SJ",2024 (After Fire)
SAND6,Medicago polymorpha,95,5/20,"NS, JM, SJ",2024 (After Fire)
SAND6,Avena fatua,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND6,Bromus diandrus,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND6,Festuca myuros,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND6,Thatch,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND7,Medicago polymorpha,45,5/20,"NS, JM, SJ",2024 (After Fire)
SAND7,Helminthotheca echioides,2,5/20,"NS, JM, SJ",2024 (After Fire)
SAND7,Festuca perennis,90,5/20,"NS, JM, SJ",2024 (After Fire)
SAND7,Polypogon monspeliensis,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND7,Avena fatua,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND7,Festuca myuros,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND7,Vicia villosa,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND7,Bromus diandrus,5,5/20,"NS, JM, SJ",2024 (After Fire)
SAND7,Melilotus indicus,15,5/20,"NS, JM, SJ",2024 (After Fire)
SAND7,Bromus hordeaceus,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND8,Melilotus indicus,75,5/20,"NS, JM, SJ",2024 (After Fire)
SAND8,Clarkia purpurea,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND8,Festuca perennis,5,5/20,"NS, JM, SJ",2024 (After Fire)
SAND8,Medicago polymorpha,90,5/20,"NS, JM, SJ",2024 (After Fire)
SAND8,Bromus diandrus,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND8,Polypogon monspeliensis,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND8,Bromus hordeaceus,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND8,Festuca myuros,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND8,Madia sativa,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND9,Clarkia purpurea,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND9,Medicago polymorpha,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND9,Medicago lupulina,90,5/20,"NS, JM, SJ",2024 (After Fire)
SAND9,Eschscholzia californica,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND9,Polypogon interruptus,10,5/20,"NS, JM, SJ",2024 (After Fire)
SAND9,Epilobium brachycarpum,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND9,Erigeron canadensis,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND9,Festuca perennis,2,5/20,"NS, JM, SJ",2024 (After Fire)
SAND9,Helminthotheca echioides,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND9,Melilotus indicus,3,5/20,"NS, JM, SJ",2024 (After Fire)
SAND9,Polypogon monspeliensis,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND9,Vicia villosa,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND9,Thatch,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND9,Bromus hordeaceus,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND9,Bareground,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND9,Sonchus sp.,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND10,Thatch,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND10,Melilotus indicus,12,5/20,"NS, JM, SJ",2024 (After Fire)
SAND10,Medicago polymorpha,99,5/20,"NS, JM, SJ",2024 (After Fire)
SAND10,Polypogon monspeliensis,5,5/20,"NS, JM, SJ",2024 (After Fire)
SAND10,Festuca perennis,1,5/20,"NS, JM, SJ",2024 (After Fire)
SAND11,Madia sativa,1,5/20,"NS, JM",2024 (After Fire)
SAND11,Clarkia purpurea,1,5/20,"NS, JM",2024 (After Fire)
SAND11,Medicago polymorpha,75,5/20,"NS, JM",2024 (After Fire)
SAND11,Melilotus indicus,75,5/20,"NS, JM",2024 (After Fire)
SAND11,Polypogon monspeliensis,2,5/20,"NS, JM",2024 (After Fire)
SAND11,Bromus hordeaceus,1,5/20,"NS, JM",2024 (After Fire)
SAND11,Festuca perennis,2,5/20,"NS, JM",2024 (After Fire)
SAND11,Festuca myuros,5,5/20,"NS, JM",2024 (After Fire)
SAND11,Medicago lupulina,1,5/20,"NS, JM",2024 (After Fire)
SAND12,Medicago polymorpha,99,5/20,"NS, JM",2024 (After Fire)
SAND12,Melilotus indicus,2,5/20,"NS, JM",2024 (After Fire)
SAND12,Festuca perennis,15,5/20,"NS, JM",2024 (After Fire)
SAND12,Festuca myuros,3,5/20,"NS, JM",2024 (After Fire)
SAND12,Bromus hordeaceus,1,5/20,"NS, JM",2024 (After Fire)
SAND12,Bromus diandrus,1,5/20,"NS, JM",2024 (After Fire)
SAND12,Helminthotheca echioides,1,5/20,"NS, JM",2024 (After Fire)
SAND12,Clarkia purpurea,1,5/20,"NS, JM",2024 (After Fire)
SAND12,Erigeron canadensis,1,5/20,"NS, JM",2024 (After Fire)
SAND12,Madia sativa,1,5/20,"NS, JM",2024 (After Fire)
SAND12,Polypogon monspeliensis,1,5/20,"NS, JM",2024 (After Fire)
SAND13,Medicago polymorpha,90,5/20,"NS, JM",2024 (After Fire)
SAND13,Melilotus indicus,25,5/20,"NS, JM",2024 (After Fire)
SAND13,Bromus diandrus,1,5/20,"NS, JM",2024 (After Fire)
SAND13,Polypogon monspeliensis,2,5/20,"NS, JM",2024 (After Fire)
SAND13,Clarkia purpurea,1,5/20,"NS, JM",2024 (After Fire)
SAND13,Erigeron canadensis,1,5/20,"NS, JM",2024 (After Fire)
SAND13,Heterotheca grandiflora,1,5/20,"NS, JM",2024 (After Fire)
SAND13,Madia sativa,1,5/20,"NS, JM",2024 (After Fire)
SAND13,Deinandra fasciculata,1,5/20,"NS, JM",2024 (After Fire)
SAND13,Lysimachia arvensis,1,5/20,"NS, JM",2024 (After Fire)
SAND13,Medicago lupulina,1,5/20,"NS, JM",2024 (After Fire)
SAND13,Festuca perennis,1,5/20,"NS, JM",2024 (After Fire)
SAND13,Festuca myuros,5,5/20,"NS, JM",2024 (After Fire)
SAND14,Bareground,2,5/20,"NS, JM",2024 (After Fire)
SAND14,Ambrosia psilostachya,8,5/20,"NS, JM",2024 (After Fire)
SAND14,Polypogon monspeliensis,2,5/20,"NS, JM",2024 (After Fire)
SAND14,Medicago polymorpha,70,5/20,"NS, JM",2024 (After Fire)
SAND14,Melilotus indicus,45,5/20,"NS, JM",2024 (After Fire)
SAND14,Clarkia purpurea,1,5/20,"NS, JM",2024 (After Fire)
SAND14,Festuca myuros,10,5/20,"NS, JM",2024 (After Fire)
SAND14,Festuca perennis,1,5/20,"NS, JM",2024 (After Fire)
SAND14,Bromus hordeaceus,1,5/20,"NS, JM",2024 (After Fire)
SAND14,Medicago lupulina,1,5/20,"NS, JM",2024 (After Fire)
SAND14,Madia sativa,1,5/20,"NS, JM",2024 (After Fire)
SAND14,Lysimachia arvensis,1,5/20,"NS, JM",2024 (After Fire)
SAND15,Polypogon monspeliensis,40,5/20,"NS, JM",2024 (After Fire)
SAND15,Festuca myuros,35,5/20,"NS, JM",2024 (After Fire)
SAND15,Bromus hordeaceus,2,5/20,"NS, JM",2024 (After Fire)
SAND15,Lysimachia arvensis,1,5/20,"NS, JM",2024 (After Fire)
SAND15,Ambrosia psilostachya,2,5/20,"NS, JM",2024 (After Fire)
SAND15,Erigeron canadensis,2,5/20,"NS, JM",2024 (After Fire)
SAND15,Melilotus indicus,60,5/20,"NS, JM",2024 (After Fire)
SAND15,Medicago polymorpha,10,5/20,"NS, JM",2024 (After Fire)
SOIL1,Melilotus indicus,2,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL1,Polypogon monspeliensis,17,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL1,Helminthotheca echioides,3,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL1,Centaurium tenuiflorum,1,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL1,Deinandra fasciculata,1,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL1,Bromus hordeaceus,1,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL1,Festuca myuros,1,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL1,Spergularia sp.,1,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL1,Juncus bufonius,2,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL1,Lysimachia arvensis,1,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL1,Salicornia pacifica,1,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL1,Plantago coronopus,1,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL1,Bareground,75,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL1,Festuca perennis,1,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL1,Thatch,2,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL2,Festuca perennis,2,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL2,Deinandra fasciculata,55,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL2,Centaurium tenuiflorum,15,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL2,Polypogon monspeliensis,1,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL2,Bromus hordeaceus,10,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL2,Medicago polymorpha,5,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL2,Festuca myuros,20,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL2,Melilotus indicus,2,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL2,Plantago coronopus,1,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL2,Bareground,4,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL3,Bareground,7,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL3,Polypogon monspeliensis,25,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL3,Deinandra fasciculata,20,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL3,Medicago polymorpha,30,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL3,Melilotus indicus,3,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL3,Sonchus sp.,1,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL3,Ambrosia psilostachya,1,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL3,Bromus hordeaceus,3,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL3,Festuca myuros,2,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL3,Centaurium tenuiflorum,17,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
SOIL3,Lupinus succulentus,1,5/20,"NS, JM, SJ, MJ, EP",2024 (After Fire)
